,time,PC1,PC2,E-index,C-index,exp_id,MCB_year
53,1973,1.3718035096290966,-0.12283822163769745,1.0568713036231514,0.8831518246053275,06-08,N
54,1974,-1.5290015880296877,-0.6006170079686136,-0.6564670321102106,-1.5058677505713731,06-08,N
55,1975,-0.9112716204077566,-0.44365462407421935,-0.33065514910552907,-0.9580775354808271,06-08,N
56,1976,-1.5297724377038548,-0.8081666335098675,-0.5102523574891404,-1.6531725712562018,06-08,N
57,1977,0.5625782279163738,-0.5346497508269119,0.7758573442769863,0.019748415538171634,06-08,N
58,1978,0.43972897456966187,1.1483029065749906,-0.5010374322929835,1.122908111897813,06-08,N
59,1979,0.1541860628565257,0.49945012669647515,-0.2441385608412533,0.4621905820618624,06-08,N
60,1980,0.7367894560943737,0.972940594952688,-0.16698407167164003,1.2089617130937993,06-08,N
61,1981,-0.09489744554116014,1.2135557515606235,-0.9252161285358894,0.7910108740170184,06-08,N
62,1982,0.04257696661016593,0.630109711506493,-0.41544838808533874,0.47566131171014187,06-08,N
63,1983,2.534866118771868,-1.7350523715558972,3.0192883196245877,0.5655537243426361,06-08,N
64,1984,-0.12834806457015366,-0.14948004734027598,0.014942568316670774,-0.19645414193611982,06-08,N
65,1985,-0.6591058592090269,0.292113451562488,-0.6726136250421321,-0.25950282009084535,06-08,N
66,1986,-0.30314339641386107,1.0193323816707909,-0.9351315906386131,0.5064220880862874,06-08,N
67,1987,0.9154098835753745,0.3947369681445934,0.368171349281275,0.9264137232013954,06-08,N
68,1988,0.7475551807052165,0.7145818176718655,0.023315688599408375,1.0338869865761786,06-08,N
69,1989,-1.434153799150119,-1.0120348426942207,-0.2984831765773546,-1.7297165767096432,06-08,N
70,1990,-0.17258380593876882,0.7150485763754063,-0.6276508767351233,0.3835805177305501,06-08,N
71,1991,0.2606067954249484,1.8453967810372747,-1.1206157455830068,1.4891694101195596,06-08,N
72,1992,1.1510421483419269,0.11710386254347276,0.7311047732164814,0.8967146438317354,06-08,N
73,1993,0.5860397516608071,0.9888722239910315,-0.28484557286684387,1.1136309377553177,06-08,N
74,1994,0.27331725725605105,0.9186832547256769,-0.4563426731579927,0.8428716452001161,06-08,N
75,1995,0.7555649127084201,0.49052308482063256,0.18741287379753235,0.881117273007959,06-08,N
76,1996,-0.5938416412333632,0.4410546911569581,-0.7317822144582834,-0.10803668847583656,06-08,N
77,1997,-0.5302219373276233,0.6649121623865564,-0.8450874263351759,0.09524037149871378,06-08,N
78,1998,2.329597670211274,-2.5287070108927088,3.435340185078973,-0.1407915649934249,06-08,N
79,1999,-0.8238256852202518,-1.4564393126915023,0.44732538585594156,-1.6123908429257297,06-08,N
80,2000,-1.2124212515657689,-0.7705562475170497,-0.3124457407318706,-1.4021768365418017,06-08,N
81,2001,-0.5257207394830986,-0.5231970889358589,-0.0017844904152983236,-0.7416969093825123,06-08,N
82,2002,-0.18868582678811105,0.7838308214200844,-0.6876731167648271,0.42083106149349975,06-08,N
83,2003,0.7128209372430954,0.5087525261901112,0.14429815728152887,0.8637828797111574,06-08,N
84,2004,0.10535605164104705,0.7446902714026451,-0.4520775622380364,0.6010735193468852,06-08,N
85,2005,0.32342487107925244,1.201406568643359,-0.6208268121052563,1.0782186511943048,06-08,N
86,2006,-0.6347008709882392,0.17623326724656105,-0.5734170282414964,-0.3241855515600876,06-08,N
87,2007,0.4682820204637892,-0.020994348209673715,0.3459706381633349,0.316280146192031,06-08,N
88,2008,-1.5679658917604513,-0.9556040556269737,-0.4330052068698274,-1.784433422596227,06-08,N
89,2009,-0.707784976766066,-0.9148504496410034,0.14641740001946732,-1.147376513405964,06-08,N
90,2010,0.8237488563194019,0.6869040150958764,0.09676391519955126,1.0681928893966728,06-08,N
91,2011,-1.7917267879378296,-1.1099546348627727,-0.4820857126635256,-2.0517986109053354,06-08,N
92,2012,-1.0248284268734187,-1.4457972347974648,0.2976698987511102,-1.7469961591409824,06-08,N
93,2013,-0.2794502187115289,0.10292144823460236,-0.27037759863121347,-0.12482469067875837,06-08,N
94,2014,-0.4097350665156177,0.5797613581190214,-0.6996796318189968,0.1202267437727681,06-08,N
95,2015,0.1923613979662012,1.1612670214634921,-0.6851197367047143,0.9571598345855642,06-08,N
96,2016,1.7578793214712307,-0.32495459336024557,1.4727859852626608,1.0132307921771675,06-08,N
97,2017,-0.1069883393326737,0.38657105587820156,-0.34899919527194107,0.1976948347718991,06-08,N
98,1998,2.0308645518443016,-2.8498435848793804,3.451181820469674,-0.5791056279087057,06-08,Y
99,1999,-0.6799166715174437,-1.4815108996020427,0.566812714438616,-1.5283600925821577,06-08,Y
100,1970,0.4252083551063722,0.7247873679368928,-0.2118343514736328,0.8131697740994194,06-11,N
101,1971,-1.2658523231905308,0.13958982544749599,-0.9937976738673402,-0.7963878495501986,06-11,N
102,1972,-0.5855082415273294,-0.30367923789228246,-0.19928319960538982,-0.6287504964437811,06-11,N
103,1973,1.4253105271274336,-0.2662448211575408,1.1961102575246774,0.8195832205320841,06-11,N
104,1974,-1.5616076766426836,-0.5936511176328968,-0.6844486467698168,-1.523998108644205,06-11,N
105,1975,-0.9249380516660157,-0.4371783201800956,-0.34489821372342366,-0.9631617232976022,06-11,N
106,1976,-1.5625557536286834,-0.8436637115980009,-0.5083334378609401,-1.7014541008848565,06-11,N
107,1977,0.5893503220328072,-0.5807463449048662,0.827383287835406,0.006083930572341058,06-11,N
108,1978,0.48286098197831245,1.059433473479731,-0.4076983185862761,1.0905668680407963,06-11,N
109,1979,0.18093228917550996,0.4772681761769519,-0.20954111520765006,0.46541801243086695,06-11,N
110,1980,0.783881591710504,0.9924499851018985,-0.1474801253082386,1.2560561035998423,06-11,N
111,1981,-0.06817023419849699,1.2918533544646895,-0.9616819021174029,0.8652746323637381,06-11,N
112,1982,0.06530891564767878,0.6526322671557375,-0.41530032460055855,0.5076610788533864,06-11,N
113,1983,2.6033204582934295,-1.9708630365788586,3.2344361676157765,0.447214931706133,06-11,N
114,1984,-0.11640398496675837,-0.026860329885559732,-0.0633169257201448,-0.10130316853411875,06-11,N
115,1985,-0.6573217501223525,0.37827498265139514,-0.7322774723189499,-0.19731586154689965,06-11,N
116,1986,-0.28403661195886026,1.034575931457896,-0.932399871207629,0.5307114423649049,06-11,N
117,1987,0.9635329151859926,0.2985058719687568,0.47024513193134665,0.8923961845175691,06-11,N
118,1988,0.7940731097137789,0.6991419615097904,0.06712645864086542,1.0558625026321393,06-11,N
119,1989,-1.4681198720478263,-0.9479843464646577,-0.3677913572758875,-1.7084436769636013,06-11,N
120,1990,-0.15304351832457588,0.7188084486546381,-0.6164924380418321,0.4000562187939216,06-11,N
121,1991,0.30665185170677073,1.8127042262871778,-1.064939846887908,1.4986110544984463,06-11,N
122,1992,1.2026577351074903,-0.013094935983673714,0.8596669579742202,0.8411479219077016,06-11,N
123,1993,0.6330936080598442,0.9204928337380188,-0.20322194138480024,1.0985515081547483,06-11,N
124,1994,0.3106502975544431,0.8553990679322012,-0.38519554957714613,0.8245214135338772,06-11,N
125,1995,0.799531618979978,0.4120260160923984,0.2740078395495889,0.8567006195580138,06-11,N
126,1996,-0.5908789007830144,0.5271875928838803,-0.7905923994893272,-0.045036555718118064,06-11,N
127,1997,-0.5218089545359025,0.6871199993337881,-0.8548418612540171,0.11689256078161804,06-11,N
128,1998,2.380102202316863,-2.781555018006264,3.6498428226509882,-0.28387000830040854,06-11,N
129,1999,-0.845988648481245,-1.3748501692766637,0.37396156766307087,-1.5703701879589322,06-11,N
130,2000,-1.237618898872997,-0.6626694112326765,-0.4065506815502017,-1.3437067502852467,06-11,N
131,2001,-0.5294980952816901,-0.44554986973524385,-0.05936035955246991,-0.6894630280456175,06-11,N
132,2002,-0.1687221951797804,0.8154323507758318,-0.695902353180781,0.4572931364841752,06-11,N
133,2003,0.755900454436115,0.4217605788435761,0.2362725718963136,0.8327321025712259,06-11,N
134,2004,0.1318091137652255,0.7891746782395443,-0.4648276483583134,0.6512338846894735,06-11,N
135,2005,0.3623729199763451,1.2029429778619491,-0.5943727879932794,1.1068454860605668,06-11,N
136,2006,-0.6325019670094341,0.2547822715028901,-0.6274047018920064,-0.2670881580803951,06-11,N
137,2007,0.4952025853273976,-0.027646683369317873,0.36971026343387475,0.3306119488583507,06-11,N
138,2008,-1.6035372709476756,-0.929555599938348,-0.4765770099661362,-1.7911671463788068,06-11,N
139,2009,-0.7198395246714169,-0.9090819602257095,0.13381460946869853,-1.1518214279912184,06-11,N
140,2010,0.87178858547815,0.5919619343386319,0.19786732257747558,1.0350279185277802,06-11,N
141,2011,-1.8373976869824067,-1.1320557110512943,-0.4987520942364081,-2.099720634167066,06-11,N
142,2012,-1.053238686491047,-1.4435423438366708,0.2759863628310012,-1.765490797682664,06-11,N
143,2013,-0.26903311058912793,0.13031887403082987,-0.28238449640507796,-0.09808577731748745,06-11,N
144,2014,-0.3969466216356095,0.5544073148475821,-0.6727088197957807,0.11134152394052038,06-11,N
145,2015,0.22645026976468788,1.1260309567301834,-0.6360996039777547,0.9563486466820224,06-11,N
146,2016,1.821215602287123,-0.5047764990238819,1.6447247878233586,0.9308630169365755,06-11,N
147,2017,-0.08811788370841575,0.49090104001989454,-0.40942820740362457,0.2848107011755678,06-11,N
148,1998,1.2306375948712371,-2.702836412406745,2.7813861441672842,-1.0410017671341745,06-11,Y
149,1999,-0.699157442159612,-1.1618784790830043,0.3271931830062016,-1.3159511199424074,06-11,Y
150,1970,0.40701424705719114,0.7139541778727739,-0.21703930649662834,0.7926443747639815,09-02,N
151,1971,-1.259276004525906,0.13678495021956694,-0.9871641680502896,-0.7937210363212495,09-02,N
152,1972,-0.588152849535529,-0.3297024577200926,-0.18275202465301527,-0.6490217119085122,09-02,N
153,1973,1.398331509379265,-0.26683355348997695,1.1774495077497646,0.8000898775080326,09-02,N
154,1974,-1.5477652322614324,-0.6103455897025257,-0.6628557860708724,-1.5260147967627886,09-02,N
155,1975,-0.9196840652546062,-0.4881725138142652,-0.3051247441837929,-0.9955049339976937,09-02,N
156,1976,-1.550061968287561,-0.8788964408249437,-0.4745856957674626,-1.7175329623035402,09-02,N
157,1977,0.5701304719390606,-0.5714747817757229,0.8072368163399125,-0.000950570601519641,09-02,N
158,1978,0.46719733807400105,1.0799692187814232,-0.4332951521686523,1.0940119639775125,09-02,N
159,1979,0.16620347696028923,0.48838420451051656,-0.22781617721838124,0.4628633884491865,09-02,N
160,1980,0.7592435235630356,1.0234177167502756,-0.18679936341718245,1.2605318515839639,09-02,N
161,1981,-0.08003497879363793,1.3066176767304671,-0.9805114958714283,0.8673249433972225,09-02,N
162,1982,0.05306680367203088,0.6816308977514673,-0.4444619333339485,0.519509726798725,09-02,N
163,1983,2.559528011637798,-1.9507056404550112,3.189216800130593,0.4305024272014219,09-02,N
164,1984,-0.13167737229083423,-0.009308600337135145,-0.08652778845393083,-0.09969213729741812,09-02,N
165,1985,-0.6620703022342387,0.3791007360707088,-0.736219101560467,-0.20008969910364738,09-02,N
166,1986,-0.2930191036233634,1.0757417589556286,-0.9678600877523532,0.5534684973737856,09-02,N
167,1987,0.9405345108625591,0.29440528981508574,0.4568823537254501,0.873234307416326,09-02,N
168,1988,0.771145667411683,0.7017555579471481,0.04906621694964949,1.0414984444692046,09-02,N
169,1989,-1.4585162824397473,-0.976301889907039,-0.3409770669456296,-1.7216764406226486,09-02,N
170,1990,-0.16287203664386546,0.7295361793101658,-0.6310279010876844,0.40069205793460216,09-02,N
171,1991,0.29020286826398894,1.846190597177733,-1.1002494745579638,1.5106583066964696,09-02,N
172,1992,1.1771640691540879,-0.02864949290031651,0.8526389465753751,0.8121224451606358,09-02,N
173,1993,0.6088772090894433,0.9451388772506,-0.23777290580985444,1.098855312724024,09-02,N
174,1994,0.2927088309730607,0.9011626194369647,-0.43024179986147165,0.8441945984499479,09-02,N
175,1995,0.778633528576491,0.428644142483675,0.24747986824954696,0.8536742279817454,09-02,N
176,1996,-0.5957456563432848,0.5663360653076112,-0.8217158656722865,-0.020795721253247933,09-02,N
177,1997,-0.5242835972942281,0.6986376854433692,-0.8647359318811061,0.12328695805785474,09-02,N
178,1998,2.343333330939668,-2.7430729791592188,3.5966323937409683,-0.28265861596516934,09-02,N
179,1999,-0.8475808969403946,-1.3917401539344143,0.3847787006659045,-1.583439100327363,09-02,N
180,2000,-1.2364250141622755,-0.6645552663269353,-0.40437297664981,-1.3441960472358259,09-02,N
181,2001,-0.5371017416253668,-0.44737751936472064,-0.0634446059971919,-0.6961319613836117,09-02,N
182,2002,-0.17740552123129424,0.7996935724645136,-0.6909133950435354,0.440024100878371,09-02,N
183,2003,0.73634620045019,0.40454904355140237,0.23461601962154954,0.8067347636570066,09-02,N
184,2004,0.1187640123276184,0.7937531345209662,-0.4772893855300713,0.6452470624856348,09-02,N
185,2005,0.34570573093998874,1.2091578680981308,-0.6105528614145391,1.0994545946999752,09-02,N
186,2006,-0.6360688618922576,0.23296999054183878,-0.6145032656707249,-0.2850339454205249,09-02,N
187,2007,0.47958736813947317,-0.049924214426224696,0.3744212307490254,0.3038177296166359,09-02,N
188,2008,-1.5894915904155071,-0.9825297267592842,-0.4291868497129399,-1.8186937147306508,09-02,N
189,2009,-0.7224724134372893,-0.9044238714097419,0.12865910977910033,-1.1503893953025368,09-02,N
190,2010,0.853324980209377,0.5638649618926354,0.20467914183415023,1.0021046182897035,09-02,N
191,2011,-1.81723313662485,-1.1555978767626598,-0.4678467789206782,-2.1021089688879844,09-02,N
192,2012,-1.0479391999924041,-1.4656263884117542,0.29534944334606555,-1.7773592725177345,09-02,N
193,2013,-0.275758342244224,0.11375501605861761,-0.2754275370186847,-0.11455365052061847,09-02,N
194,2014,-0.4004981598338105,0.551790916796001,-0.6733700637348154,0.10698013439237317,09-02,N
195,2015,0.21317473743598542,1.1519264481333966,-0.6637977004846115,0.9652723053219056,09-02,N
196,2016,1.7892918504340816,-0.5168512332519904,1.630689412860877,0.8997513890666524,09-02,N
197,2017,-0.10404517608768028,0.5152436539767332,-0.4379033312516302,0.29076123212893595,09-02,N
198,1998,1.6786002598795533,-2.3044657453975352,2.816452982245042,-0.442553728920376,09-02,Y
199,1999,-0.6329310333543307,-1.5975570217179136,0.6820935776806651,-1.5771932290971773,09-02,Y
200,1970,0.38610987514760337,0.6838511653021665,-0.210534885307523,0.7565767073074461,09-11,N
201,1971,-1.2535529355000292,0.090704444727573,-0.9505335092190006,-0.8222580533177463,09-11,N
202,1972,-0.586969693303989,-0.3610208321755589,-0.15976997190529038,-0.6703305290671868,09-11,N
203,1973,1.3678986172325365,-0.15294057664795077,1.075395707087175,0.859105069354481,09-11,N
204,1974,-1.533851212525153,-0.6427092280242356,-0.6301325402406359,-1.539060647174852,09-11,N
205,1975,-0.9164103089633768,-0.4686678784603347,-0.3166017088336476,-0.9793981788008781,09-11,N
206,1976,-1.5335449793165294,-0.879551574033396,-0.4624431717269857,-1.7063169365316175,09-11,N
207,1977,0.5567377595047551,-0.5710784879405412,0.7974865165009343,-0.010140426324099061,09-11,N
208,1978,0.4389342103421169,1.1425268240172854,-0.49751510832247847,1.118261821577825,09-11,N
209,1979,0.1505258137094993,0.4912741085292357,-0.24094542994478851,0.45382107718000836,09-11,N
210,1980,0.7317907804824061,0.9911507367979256,-0.1833951838789506,1.2183036304567616,09-11,N
211,1981,-0.09988402262196164,1.264684510376877,-0.9648956630772578,0.8236383236208986,09-11,N
212,1982,0.03721358085327388,0.6495382719974233,-0.43297894139598636,0.485606892143154,09-11,N
213,1983,2.5282165899366684,-1.8556568840049068,3.099866661287915,0.4755715288171789,09-11,N
214,1984,-0.13624870456002686,-0.134023193654703,-0.001573673852759112,-0.19111109199179582,09-11,N
215,1985,-0.6643844540894976,0.2970241500543435,-0.6798185434812032,-0.2597629621220093,09-11,N
216,1986,-0.3063661304624721,1.022269815929261,-0.9394874874218005,0.5062203506700076,09-11,N
217,1987,0.9123182154382846,0.3638671581338214,0.3878134617689177,0.9023993317039235,09-11,N
218,1988,0.7436335278371086,0.7269561680426551,0.01179267420294596,1.0398639462996433,09-11,N
219,1989,-1.4405281061016098,-1.0644415047355176,-0.2659333861393656,-1.7712809984891598,09-11,N
220,1990,-0.17608028080293076,0.7052635042944848,-0.6232041669990017,0.3741890458210342,09-11,N
221,1991,0.25924626351406604,1.8786320941754457,-1.1450787022180717,1.5117082840742133,09-11,N
222,1992,1.1473983421720504,0.07745240779912495,0.7565660256980723,0.8661002712460465,09-11,N
223,1993,0.5840993282568899,0.9707446203720687,-0.27339950796849644,1.0994406997624044,09-11,N
224,1994,0.2714494244953013,0.9172636336292824,-0.4566596066652652,0.8405470642848917,09-11,N
225,1995,0.7521176969921023,0.4873290510210559,0.18723384714733088,0.876421200439718,09-11,N
226,1996,-0.5996930219411815,0.4593105575004202,-0.7488286123239832,-0.09926539256574164,09-11,N
227,1997,-0.5336989873933593,0.6707703079141616,-0.8516884064429302,0.09692406024645406,09-11,N
228,1998,2.3217450323120596,-2.64967266749343,3.5153231676432894,-0.2318798545752153,09-11,N
229,1999,-0.8323076365095945,-1.4850925394593641,0.4615886315319844,-1.638649379150549,09-11,N
230,2000,-1.220498414990639,-0.7933444051249782,-0.3020434969870342,-1.4240019143475933,09-11,N
231,2001,-0.5336508530677716,-0.5345417315695602,0.000629946229828027,-0.7553262202102423,09-11,N
232,2002,-0.19270826208111175,0.7960131663736201,-0.6991316267647908,0.4266009889483336,09-11,N
233,2003,0.7090461809685414,0.5025980524741045,0.14598087162168807,0.856761853852871,09-11,N
234,2004,0.09988840215560874,0.7669565764648273,-0.47168842956777834,0.612951962620018,09-11,N
235,2005,0.3199166183708989,1.23013860408982,-0.6436241384869338,1.0960545590155966,09-11,N
236,2006,-0.6399187797194533,0.181210078525963,-0.5806257838933012,-0.32435603320319073,09-11,N
237,2007,0.46152066152167637,-0.012821900083708863,0.33541084191656556,0.31727793692279177,09-11,N
238,2008,-1.5726661956294072,-1.0102404999594292,-0.3976950233218029,-1.826390839623004,09-11,N
239,2009,-0.7137554810327458,-0.9643627541618842,0.17720610224428304,-1.1866087837389245,09-11,N
240,2010,0.8205822247427353,0.6780437139599484,0.10078994755474044,1.0596885637187228,09-11,N
241,2011,-1.796262919993992,-1.1775822706822994,-0.4374732825171941,-2.102826100526207,09-11,N
242,2012,-1.0320299966227768,-1.5077788526615568,0.3364052422467638,-1.795916060246554,09-11,N
243,2013,-0.28463489051505947,0.10770174224107651,-0.2774238935297599,-0.12511062896121822,09-11,N
244,2014,-0.41257529111421154,0.5795774242782634,-0.7015579130266657,0.1180883408329199,09-11,N
245,2015,0.18931440192450533,1.1824165351993206,-0.7022292528494483,0.969960247603635,09-11,N
246,2016,1.7540302093392965,-0.3776603553736891,1.5073328536999329,0.9732404571598191,09-11,N
247,2017,-0.11350521863160234,0.40705608168316804,-0.368092425475861,0.20757180588692561,09-11,N
248,1998,2.0742605517103123,-2.521356158116227,3.249591739252556,-0.31614433512833395,09-11,Y
249,1999,-0.49226753146981783,-1.1577812115414545,0.4705892361510688,-1.1667606554716095,09-11,Y
250,1970,0.3806511896670409,0.6802454362692004,-0.21184512337686173,0.7501671983374443,12-02,N
251,1971,-1.2361592700322492,0.09442341271414077,-0.9408640378993609,-0.8073291670334709,12-02,N
252,1972,-0.580985511569168,-0.35754888404941987,-0.15799355448466665,-0.6636440355187214,12-02,N
253,1973,1.3430116408273631,-0.15321442297267185,1.0579915959010606,0.84131368098194,12-02,N
254,1974,-1.5127171267735255,-0.6486604547275432,-0.6109803321331948,-1.5283247445839852,12-02,N
255,1975,-0.9059766889854549,-0.47629789747291845,-0.3038287872105553,-0.9774157335465464,12-02,N
256,1976,-1.5134273068976667,-0.8961998337121205,-0.4364457318241376,-1.703863691256331,12-02,N
257,1977,0.5473365895201512,-0.5805254494669632,0.7975188960106747,-0.023468067928241347,12-02,N
258,1978,0.4301974774271032,1.1554021376340111,-0.5127971329803906,1.1211882400564932,12-02,N
259,1979,0.14601774259593864,0.5012350148012753,-0.25117654197098127,0.4576768138972613,12-02,N
260,1980,0.7215382669021251,0.9901508524353695,-0.18993778074260861,1.210346983566772,12-02,N
261,1981,-0.0981388600818836,1.2702295704860123,-0.9675825964161525,0.8287932894925172,12-02,N
262,1982,0.036221440852730664,0.6615976494502909,-0.4422077578920676,0.4934326107946943,12-02,N
263,1983,2.4893412210866965,-1.9053751403131611,3.107533740537309,0.41292637569789803,12-02,N
264,1984,-0.13384310210566716,-0.13697357025289555,0.0022135752551936845,-0.19149630548311514,12-02,N
265,1985,-0.6544064634480973,0.29819268614395933,-0.6735893184290815,-0.2518811774838306,12-02,N
266,1986,-0.30173092185200834,1.0413611286443856,-0.9497094966637449,0.5229975347932984,12-02,N
267,1987,0.8975362632930174,0.350142882803987,0.38706557132042135,0.882242384950233,12-02,N
268,1988,0.7306183272887249,0.7317190373991073,-0.0007783195831719703,1.0340286669532315,12-02,N
269,1989,-1.4191942321740665,-1.081226768136695,-0.23897908564124604,-1.7680646451409898,12-02,N
270,1990,-0.17389587870265966,0.70836130422781,-0.6238500368006754,0.37792412669858744,12-02,N
271,1991,0.2540676235080549,1.8961610425165911,-1.1611353919227387,1.520441270847731,12-02,N
272,1992,1.127907277833567,0.05364300602032125,0.7596195513855746,0.8354822180259744,12-02,N
273,1993,0.5725457885152457,0.9775113816608713,-0.2863539170605042,1.0960559362583626,12-02,N
274,1994,0.2651239780132502,0.9347947847161281,-0.47352876858227055,0.8484706939989153,12-02,N
275,1995,0.7373295062939468,0.5024966878063456,0.16605187839773242,0.8766895093410254,12-02,N
276,1996,-0.5906827273031917,0.47782400196322955,-0.7555483540077448,-0.07980317000395729,12-02,N
277,1997,-0.5269671623528343,0.6837535833747093,-0.8561088494271797,0.11086474150253688,12-02,N
278,1998,2.2837181231720076,-2.6717079642471298,3.5040153900827935,-0.2743502476557097,12-02,N
279,1999,-0.821865215896937,-1.4989674113366265,0.47878355395170347,-1.6410764887158436,12-02,N
280,2000,-1.2021583477927296,-0.8116659555786624,-0.2761198185363239,-1.4239888210321863,12-02,N
281,2001,-0.525811881468915,-0.5508411916567071,0.017698394962209322,-0.7613086889924632,12-02,N
282,2002,-0.190492164940341,0.7973438326091747,-0.6985055325674402,0.4291089293829975,12-02,N
283,2003,0.6963378507633088,0.48697830818207966,0.14803955226530086,0.8367308802779027,12-02,N
284,2004,0.09914563116433806,0.7641258053811731,-0.47021199054333584,0.6104250867859833,12-02,N
285,2005,0.3142588207071455,1.2304772151444558,-0.647864239754473,1.092293326093893,12-02,N
286,2006,-0.6306592940396234,0.17786357644907502,-0.5717120044669713,-0.32017492240050566,12-02,N
