,exp_id,ISO_A3,Sum_abs_anom_popw,E-index,b,alpha
0,06-02,AFG,0.5205042854082905,-1.0815189670821956,-0.06987055371729345,3.4025570724942718
1,06-08,AFG,0.8763768615486406,1.4385019713751035,-2.1723666626385922,105.78993808921607
2,06-11,AFG,0.33058514792123667,0.8906456106551072,0.15334206266255002,-7.467453627667206
3,09-02,AFG,0.3037822499607266,0.3080631416530501,0.12695645702323716,-6.182527084171561
4,09-11,AFG,0.5318433682444186,1.0821323229815691,-0.29905857486343645,14.56355810645006
5,12-02,AFG,0.9412403058974758,1.5103455510554675,-3.026020974403119,147.36120611883683
6,Control,AFG,0.4093948310235157,1.83240406176432,,
7,Historical,AFG,0.4302017268356278,-0.024287534875289285,-0.02053471910349891,1.0
8,06-02,ALB,0.5128240144886514,-1.0815189670821956,0.040818943946066444,0.12929236515575393
9,06-08,ALB,1.4627243076429481,1.4385019713751035,-4.116906038927195,-13.04013449246027
10,06-11,ALB,0.7829248179664803,0.8906456106551072,-0.3992430842092217,-1.2645864306948205
11,09-02,ALB,0.6862642671493775,0.3080631416530501,-0.13046252321087703,-0.4132348012826828
12,09-11,ALB,1.1195192028868906,1.0821323229815691,-1.3232105321024639,-4.191216203941445
13,12-02,ALB,1.1410948322829964,1.5103455510554675,-3.20532668229946,-10.152743500638248
14,Control,ALB,0.577735058542502,1.83240406176432,,
15,Historical,ALB,0.25784008913623047,-0.024287534875289285,0.31571039710576343,1.0
16,06-02,DZA,0.9220028837968686,-1.0815189670821956,-0.1551185540051061,-0.3611856706622195
17,06-08,DZA,0.9366258290756241,1.4385019713751035,-1.2155271137746335,-2.830293117497416
18,06-11,DZA,0.699814079978607,0.8906456106551072,-0.047638393973392534,-0.11092357962532601
19,09-02,DZA,0.866789508599153,0.3080631416530501,-0.23015213271007018,-0.5358975458505789
20,09-11,DZA,1.162262940636475,1.0821323229815691,-1.1892451556246537,-2.7690969134610866
21,12-02,DZA,0.7564531552738694,1.5103455510554675,-0.46156063822113724,-1.0747204919257813
22,Control,DZA,0.675330473410678,1.83240406176432,,
23,Historical,DZA,0.24016767443045353,-0.024287534875289285,0.4294703987583517,1.0
24,06-02,AGO,0.6206818689947831,-1.0815189670821956,0.22136635740210187,0.4198121423578872
25,06-08,AGO,0.7430518480423529,1.4385019713751035,1.0683194892041905,2.026023731649643
